"행정구역","2025년10월_계_총인구수","2025년10월_계_연령구간인구수","2025년10월_계_0~9세","2025년10월_계_10~19세","2025년10월_계_20~29세","2025년10월_계_30~39세","2025년10월_계_40~49세","2025년10월_계_50~59세","2025년10월_계_60~69세","2025년10월_계_70~79세","2025년10월_계_80~89세","2025년10월_계_90~99세","2025년10월_계_100세 이상","2025년10월_남_총인구수","2025년10월_남_연령구간인구수","2025년10월_남_0~9세","2025년10월_남_10~19세","2025년10월_남_20~29세","2025년10월_남_30~39세","2025년10월_남_40~49세","2025년10월_남_50~59세","2025년10월_남_60~69세","2025년10월_남_70~79세","2025년10월_남_80~89세","2025년10월_남_90~99세","2025년10월_남_100세 이상","2025년10월_여_총인구수","2025년10월_여_연령구간인구수","2025년10월_여_0~9세","2025년10월_여_10~19세","2025년10월_여_20~29세","2025년10월_여_30~39세","2025년10월_여_40~49세","2025년10월_여_50~59세","2025년10월_여_60~69세","2025년10월_여_70~79세","2025년10월_여_80~89세","2025년10월_여_90~99세","2025년10월_여_100세 이상"
"경상북도 구미시 (4719000000)","404,135","404,135","27,988","44,514","44,501","57,976","69,936","71,728","54,210","22,042","9,398","1,798","44","208,859","208,859","14,340","23,153","26,071","31,689","36,060","35,687","28,002","10,387","3,082","384","4","195,276","195,276","13,648","21,361","18,430","26,287","33,876","36,041","26,208","11,655","6,316","1,414","40"
"경상북도 영주시 (4721000000)","97,433","97,433","4,160","8,474","8,059","7,411","11,093","16,681","18,940","13,515","7,664","1,401","35","48,454","48,454","2,146","4,571","4,619","4,114","5,678","8,690","9,356","6,185","2,759","333","3","48,979","48,979","2,014","3,903","3,440","3,297","5,415","7,991","9,584","7,330","4,905","1,068","32"
"경상북도 영천시 (4723000000)","95,730","95,730","4,206","5,962","6,587","7,899","10,257","16,744","20,709","14,275","7,770","1,305","16","48,988","48,988","2,167","3,146","3,888","4,341","5,705","9,095","10,837","6,839","2,667","299","4","46,742","46,742","2,039","2,816","2,699","3,558","4,552","7,649","9,872","7,436","5,103","1,006","12"
"경상북도 상주시 (4725000000)","90,222","90,222","3,524","6,896","5,900","6,044","9,209","14,708","19,730","13,720","8,655","1,795","41","44,598","44,598","1,806","3,690","3,411","3,305","4,885","7,864","10,073","6,366","2,806","390","2","45,624","45,624","1,718","3,206","2,489","2,739","4,324","6,844","9,657","7,354","5,849","1,405","39"
"경상북도 문경시 (4728000000)","65,660","65,660","2,588","4,870","4,533","4,405","6,998","10,761","14,229","10,050","6,069","1,126","31","32,271","32,271","1,319","2,625","2,545","2,388","3,656","5,693","7,191","4,585","2,061","205","3","33,389","33,389","1,269","2,245","1,988","2,017","3,342","5,068","7,038","5,465","4,008","921","28"
"경상북도 경산시 (4729000000)","264,754","264,754","14,633","22,959","33,861","30,583","36,831","46,199","41,989","24,251","11,584","1,830","34","132,997","132,997","7,396","11,703","18,517","16,802","19,080","23,118","20,696","11,065","4,184","429","7","131,757","131,757","7,237","11,256","15,344","13,781","17,751","23,081","21,293","13,186","7,400","1,401","27"
"경상북도 의성군 (4773000000)","47,938","47,938","1,294","2,036","1,971","2,568","3,758","7,103","12,283","9,445","6,235","1,226","19","24,028","24,028","682","1,130","1,137","1,485","2,195","4,106","6,439","4,452","2,119","282","1","23,910","23,910","612","906","834","1,083","1,563","2,997","5,844","4,993","4,116","944","18"
"경상북도 청송군 (4775000000)","23,424","23,424","699","995","1,191","1,452","1,875","3,740","5,984","4,210","2,770","499","9","11,814","11,814","368","515","691","891","1,069","2,095","3,095","2,021","956","112","1","11,610","11,610","331","480","500","561","806","1,645","2,889","2,189","1,814","387","8"
"경상북도 영양군 (4776000000)","15,468","15,468","416","888","825","875","1,303","2,574","3,740","2,632","1,874","327","14","7,708","7,708","206","465","456","483","751","1,500","1,928","1,243","609","67","0","7,760","7,760","210","423","369","392","552","1,074","1,812","1,389","1,265","260","14"
"경상북도 영덕군 (4777000000)","32,829","32,829","973","1,754","1,600","1,828","3,012","5,372","7,542","5,856","4,136","742","14","15,753","15,753","472","931","931","1,015","1,565","2,993","3,794","2,613","1,288","149","2","17,076","17,076","501","823","669","813","1,447","2,379","3,748","3,243","2,848","593","12"
"경상북도 청도군 (4782000000)","40,156","40,156","1,031","1,980","1,757","2,147","3,580","6,296","10,324","7,779","4,319","921","22","20,037","20,037","526","1,001","1,000","1,185","1,986","3,439","5,457","3,743","1,504","194","2","20,119","20,119","505","979","757","962","1,594","2,857","4,867","4,036","2,815","727","20"
"경상북도 고령군 (4783000000)","29,617","29,617","855","1,648","1,741","1,848","2,924","5,293","7,197","4,806","2,782","507","16","15,293","15,293","442","881","1,019","1,024","1,618","3,027","3,865","2,356","946","111","4","14,324","14,324","413","767","722","824","1,306","2,266","3,332","2,450","1,836","396","12"
"경상북도 성주군 (4784000000)","40,779","40,779","1,304","1,963","2,008","2,776","3,822","6,947","10,640","7,049","3,542","720","8","21,337","21,337","646","1,012","1,198","1,607","2,257","3,939","5,803","3,450","1,284","140","1","19,442","19,442","658","951","810","1,169","1,565","3,008","4,837","3,599","2,258","580","7"
"경상북도 칠곡군 (4785000000)","105,104","105,104","5,118","10,413","8,618","10,063","17,586","21,178","17,305","8,987","4,881","930","25","55,309","55,309","2,589","5,461","5,200","5,596","9,524","11,443","9,340","4,337","1,590","224","5","49,795","49,795","2,529","4,952","3,418","4,467","8,062","9,735","7,965","4,650","3,291","706","20"
"경상북도 예천군 (4790000000)","53,930","53,930","3,561","4,713","3,162","4,955","6,825","7,505","9,849","7,322","4,954","1,072","12","26,685","26,685","1,757","2,457","1,820","2,557","3,491","4,099","5,071","3,441","1,742","248","2","27,245","27,245","1,804","2,256","1,342","2,398","3,334","3,406","4,778","3,881","3,212","824","10"
"경상북도 봉화군 (4792000000)","28,307","28,307","765","1,659","1,279","1,367","2,308","4,606","7,317","5,013","3,282","688","23","14,446","14,446","416","840","785","784","1,311","2,615","3,918","2,472","1,130","172","3","13,861","13,861","349","819","494","583","997","1,991","3,399","2,541","2,152","516","20"
"경상북도 울진군 (4793000000)","45,930","45,930","2,086","3,149","3,563","3,950","5,074","8,027","9,364","5,846","3,999","850","22","23,427","23,427","1,094","1,687","2,143","2,282","2,685","4,510","4,850","2,763","1,252","160","1","22,503","22,503","992","1,462","1,420","1,668","2,389","3,517","4,514","3,083","2,747","690","21"
"경상북도 울릉군 (4794000000)","8,757","8,757","238","421","648","789","1,085","1,767","2,002","1,165","535","106","1","4,944","4,944","124","214","428","509","655","1,097","1,116","575","199","27","0","3,813","3,813","114","207","220","280","430","670","886","590","336","79","1"
"경상남도  (4800000000)","3,209,853","3,209,853","181,195","314,353","291,186","343,234","478,234","580,334","545,328","305,694","144,821","24,969","505","1,618,503","1,618,503","93,173","162,896","164,491","183,951","246,260","296,748","273,345","143,045","49,572","4,963","59","1,591,350","1,591,350","88,022","151,457","126,695","159,283","231,974","283,586","271,983","162,649","95,249","20,006","446"
"경상남도 창원시 (4812000000)","992,428","992,428","57,925","95,507","99,189","119,138","151,992","177,686","166,320","86,304","33,252","5,028","87","502,109","502,109","29,596","49,498","56,328","64,415","78,408","88,352","81,608","40,643","12,217","1,034","10","490,319","490,319","28,329","46,009","42,861","54,723","73,584","89,334","84,712","45,661","21,035","3,994","77"
"경상남도 창원시 의창구 (4812100000)","207,991","207,991","12,275","19,006","21,546","25,460","30,878","38,115","36,651","16,910","6,140","991","19","105,727","105,727","6,229","9,812","12,216","13,779","15,938","18,693","18,439","8,242","2,190","186","3","102,264","102,264","6,046","9,194","9,330","11,681","14,940","19,422","18,212","8,668","3,950","805","16"
"경상남도 창원시 성산구 (4812300000)","245,661","245,661","15,658","23,895","28,523","35,888","36,821","46,897","39,847","13,258","4,128","733","13","125,317","125,317","7,960","12,390","16,276","19,540","18,541","22,056","20,251","6,666","1,505","131","1","120,344","120,344","7,698","11,505","12,247","16,348","18,280","24,841","19,596","6,592","2,623","602","12"
"경상남도 창원시 마산합포구 (4812500000)","176,229","176,229","9,672","15,203","15,246","18,664","25,917","28,396","31,566","21,113","9,060","1,364","28","87,304","87,304","4,982","7,808","8,540","9,866","13,633","14,454","14,859","9,588","3,276","294","4","88,925","88,925","4,690","7,395","6,706","8,798","12,284","13,942","16,707","11,525","5,784","1,070","24"
"경상남도 창원시 마산회원구 (4812700000)","177,205","177,205","8,665","16,375","16,229","18,397","25,711","32,188","31,824","19,574","7,323","909","10","88,171","88,171","4,425","8,561","8,969","9,800","13,233","16,123","15,103","8,938","2,830","188","1","89,034","89,034","4,240","7,814","7,260","8,597","12,478","16,065","16,721","10,636","4,493","721","9"
"경상남도 창원시 진해구 (4812900000)","185,342","185,342","11,655","21,028","17,645","20,729","32,665","32,090","26,432","15,449","6,601","1,031","17","95,590","95,590","6,000","10,927","10,327","11,430","17,063","17,026","12,956","7,209","2,416","235","1","89,752","89,752","5,655","10,101","7,318","9,299","15,602","15,064","13,476","8,240","4,185","796","16"
"경상남도 진주시 (4817000000)","336,784","336,784","20,751","33,519","37,956","39,271","47,559","57,431","52,004","30,948","14,805","2,478","62","166,430","166,430","10,698","17,464","20,922","20,850","23,466","28,541","25,010","13,861","5,131","478","9","170,354","170,354","10,053","16,055","17,034","18,421","24,093","28,890","26,994","17,087","9,674","2,000","53"
"경상남도 통영시 (4822000000)","116,924","116,924","5,014","12,226","8,640","8,945","17,677","21,754","22,202","13,624","5,953","877","12","58,743","58,743","2,541","6,250","4,943","4,672","9,240","11,559","10,908","6,406","2,055","167","2","58,181","58,181","2,473","5,976","3,697","4,273","8,437","10,195","11,294","7,218","3,898","710","10"
"경상남도 사천시 (4824000000)","108,038","108,038","5,396","10,112","8,918","10,343","15,414","19,489","18,315","12,302","6,590","1,141","18","54,864","54,864","2,826","5,253","5,398","5,904","8,035","10,363","9,120","5,583","2,157","225","0","53,174","53,174","2,570","4,859","3,520","4,439","7,379","9,126","9,195","6,719","4,433","916","18"
"경상남도 사천남양출장소 (4824500000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도 김해시 (4825000000)","533,053","533,053","34,692","59,095","54,471","64,331","86,798","104,783","77,312","34,710","14,628","2,193","40","269,541","269,541","17,877","30,162","30,224","33,980","43,741","52,359","39,652","16,045","5,044","452","5","263,512","263,512","16,815","28,933","24,247","30,351","43,057","52,424","37,660","18,665","9,584","1,741","35"
"경상남도 장유출장소 (4825200000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도 밀양시 (4827000000)","99,425","99,425","3,716","6,975","6,598","7,549","11,079","16,685","22,670","15,131","7,679","1,320","23","49,293","49,293","1,882","3,674","3,859","4,189","5,863","8,613","11,281","7,070","2,582","277","3","50,132","50,132","1,834","3,301","2,739","3,360","5,216","8,072","11,389","8,061","5,097","1,043","20"
"경상남도 거제시 (4831000000)","231,353","231,353","14,822","28,899","18,515","23,095","44,712","45,132","33,509","15,578","5,966","1,097","28","121,532","121,532","7,640","15,018","10,712","12,257","23,948","24,676","17,269","7,717","2,076","216","3","109,821","109,821","7,182","13,881","7,803","10,838","20,764","20,456","16,240","7,861","3,890","881","25"
"경상남도 양산시 (4833000000)","360,885","360,885","25,289","37,453","32,222","44,875","60,515","63,554","54,514","28,607","12,084","1,734","38","180,778","180,778","13,030","19,137","17,351","23,363","31,056","31,739","27,035","13,173","4,470","415","9","180,107","180,107","12,259","18,316","14,871","21,512","29,459","31,815","27,479","15,434","7,614","1,319","29"
"경상남도 양산시웅상출장소 (4833200000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도 의령군 (4872000000)","24,640","24,640","706","1,289","1,268","1,402","2,167","4,076","5,972","4,195","2,923","625","17","12,353","12,353","379","711","786","754","1,186","2,293","3,269","2,035","832","104","4","12,287","12,287","327","578","482","648","981","1,783","2,703","2,160","2,091","521","13"
"경상남도 함안군 (4873000000)","57,681","57,681","2,145","5,214","3,713","3,872","7,187","10,441","12,224","7,762","4,287","828","8","29,599","29,599","1,128","2,682","2,274","2,133","3,724","5,819","6,516","3,820","1,353","149","1","28,082","28,082","1,017","2,532","1,439","1,739","3,463","4,622","5,708","3,942","2,934","679","7"
"경상남도 창녕군 (4874000000)","54,891","54,891","1,834","3,696","2,808","3,597","5,570","9,225","13,110","8,870","5,199","970","12","27,612","27,612","987","1,933","1,695","2,086","3,053","5,133","6,726","4,181","1,644","172","2","27,279","27,279","847","1,763","1,113","1,511","2,517","4,092","6,384","4,689","3,555","798","10"
"경상남도 고성군 (4882000000)","47,150","47,150","1,259","3,802","2,677","2,523","5,041","8,251","10,691","7,600","4,394","902","10","23,917","23,917","660","2,088","1,590","1,428","2,752","4,555","5,573","3,605","1,488","178","0","23,233","23,233","599","1,714","1,087","1,095","2,289","3,696","5,118","3,995","2,906","724","10"
"경상남도 남해군 (4884000000)","39,624","39,624","1,056","2,508","2,196","2,069","3,490","6,467","9,004","6,972","4,680","1,154","28","19,332","19,332","528","1,410","1,357","1,182","1,793","3,522","4,603","3,219","1,523","194","1","20,292","20,292","528","1,098","839","887","1,697","2,945","4,401","3,753","3,157","960","27"
"경상남도 하동군 (4885000000)","40,106","40,106","1,087","2,194","2,054","2,109","3,361","7,214","9,829","6,821","4,427","983","27","20,159","20,159","550","1,174","1,246","1,181","1,838","4,022","5,191","3,290","1,460","206","1","19,947","19,947","537","1,020","808","928","1,523","3,192","4,638","3,531","2,967","777","26"
"경상남도 산청군 (4886000000)","32,848","32,848","794","1,733","1,628","1,655","2,594","5,780","8,287","5,770","3,785","797","25","16,306","16,306","389","953","942","905","1,410","3,134","4,365","2,892","1,180","134","2","16,542","16,542","405","780","686","750","1,184","2,646","3,922","2,878","2,605","663","23"
"경상남도 함양군 (4887000000)","35,544","35,544","1,130","2,520","2,015","1,984","3,297","6,175","8,063","5,599","3,989","753","19","17,381","17,381","562","1,333","1,178","1,086","1,689","3,353","4,170","2,622","1,255","130","3","18,163","18,163","568","1,187","837","898","1,608","2,822","3,893","2,977","2,734","623","16"
"경상남도 거창군 (4888000000)","59,168","59,168","2,642","5,647","4,435","4,553","6,553","9,952","11,537","7,733","5,044","1,044","28","29,164","29,164","1,391","3,100","2,590","2,461","3,270","5,210","5,798","3,551","1,561","229","3","30,004","30,004","1,251","2,547","1,845","2,092","3,283","4,742","5,739","4,182","3,483","815","25"
"경상남도 합천군 (4889000000)","39,311","39,311","937","1,964","1,883","1,923","3,228","6,239","9,765","7,168","5,136","1,045","23","19,390","19,390","509","1,056","1,096","1,105","1,788","3,505","5,251","3,332","1,544","203","1","19,921","19,921","428","908","787","818","1,440","2,734","4,514","3,836","3,592","842","22"
"제주특별자치도  (5000000000)","665,276","665,276","44,729","70,129","66,283","76,989","102,755","119,265","98,029","53,049","27,909","5,933","206","332,332","332,332","22,853","36,080","35,390","39,145","51,823","61,642","49,291","24,496","10,373","1,226","13","332,944","332,944","21,876","34,049","30,893","37,844","50,932","57,623","48,738","28,553","17,536","4,707","193"
"제주특별자치도 제주시 (5011000000)","485,444","485,444","33,686","52,352","51,439","59,747","75,753","86,516","67,943","35,719","18,286","3,862","141","241,900","241,900","17,179","26,906","27,195","30,422","38,209","44,069","33,893","16,459","6,784","778","6","243,544","243,544","16,507","25,446","24,244","29,325","37,544","42,447","34,050","19,260","11,502","3,084","135"
"제주특별자치도 서귀포시 (5013000000)","179,832","179,832","11,043","17,777","14,844","17,242","27,002","32,749","30,086","17,330","9,623","2,071","65","90,432","90,432","5,674","9,174","8,195","8,723","13,614","17,573","15,398","8,037","3,589","448","7","89,400","89,400","5,369","8,603","6,649","8,519","13,388","15,176","14,688","9,293","6,034","1,623","58"
